word	pred_gender_00	pred_gender_01	pred_gender_02	pred_gender_03	pred_gender_04	pred_gender_05	pred_gender_06	pred_gender_07	pred_gender_08	pred_gender_09	pred_gender_10	pred_gender_11	pred_gender_12	proj_gender_00	proj_gender_01	proj_gender_02	proj_gender_03	proj_gender_04	proj_gender_05	proj_gender_06	proj_gender_07	proj_gender_08	proj_gender_09	proj_gender_10	proj_gender_11	proj_gender_12
admeasurer	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.11146810512999783	-0.1431775058739163	-0.0661256169305308	-0.0018250754779407657	-0.10155952450473194	-0.048755871737236556	-0.07099261322090297	-0.09989895050969902	-0.2190136706805353	-0.12005127303286478	0.24767903400745844	0.6801623173753648	0.9696619700850657
administrator	1	1	2	2	2	2	2	2	2	2	2	2	2	-0.05477946107938331	-0.0038810224273547744	0.023544477995384283	0.09638214482566657	0.16940150100176316	0.1292589914084531	0.22462536259529092	0.28277821759354127	0.18077205301688154	0.22333807001154451	0.44460455918101116	0.5819171306905486	0.6402930540598846
adon	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.26140067518298965	-0.3246371105912189	-0.3763797849870747	-0.5253421254472792	-0.7328040625598902	-0.7302230209349356	-0.8622864753996833	-0.8799747534502207	-0.9459264493659962	-1.0725430155843547	-0.905579048999394	-1.0635848614331502	-1.0755925208157442
advertiser	2	1	1	2	2	1	1	2	1	1	1	2	2	0.006906597713568913	-0.10393626196736153	-0.13746375646425713	0.12924243864022672	0.013017003121983214	-0.014978847648231326	-0.06128062782258682	0.1069440035758828	-0.24403162974017045	-0.41187105819602376	-0.05994105601607924	0.0014067291410795324	0.22751590693571538
aemt	2	2	1	2	2	2	2	2	1	1	2	1	2	0.03125383771910826	0.06674752703539112	-0.0012273609084623022	0.09925369430485141	0.013037739118842553	0.1625124234106029	0.08033143382810182	0.0983917653011672	-0.17498585870313427	-0.10198792403041845	0.034856234073702974	-0.10446910221478917	0.07641811627059841
aerodynamicist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.21478313594825707	-0.16424063664565663	-0.2510662545253797	-0.19500327114142635	-0.1646882269062424	-0.13197378830367573	-0.4613822944460394	-0.3755793595726088	-0.5221646082275477	-0.5153517890510682	-0.5996416153373221	-0.5361112927378544	-0.0537281084282778
aerographer	2	2	1	1	2	2	1	1	1	1	1	2	2	0.006904850169590422	0.04399060085158426	-0.061195380472858676	-0.009330784243340488	0.04603393062226119	0.054854621959350675	-0.2552701786751387	-0.21410117850691002	-0.5759157195510223	-0.37444375106857697	-0.1905072874983338	0.0006573402817035001	0.16341320753542565
aerologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.09510759078201007	-0.01248944488961623	-0.08900559788272475	-0.15883412303914957	-0.07448507815497993	-0.17131529636418824	-0.35890930824561673	-0.25284245938034683	-0.38019172640292587	-0.19902601949757082	-0.1902743914113905	0.10086091523317814	0.3446289292902741
aerophysicist	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.1739553208674584	-0.21444990363511218	-0.3337661805009528	-0.35971205535226547	-0.259643868290278	-0.35014972434434233	-0.428770079134187	-0.24636628799621602	-0.37868674597224594	-0.5091188504346693	0.1727883864134474	0.5537799400045005	0.8991050549416867
aesthetician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1540748953666283	-0.17966774363605303	-0.1793882752319163	-0.11552981747393022	-0.05282864409769239	-0.12075215035697472	-0.36443554754828333	-0.4383960896431326	-0.8081837867452886	-0.811611660686448	-1.2311559599951816	-1.262573110421157	-0.7784088558057938
afterschool	2	2	1	1	1	1	1	1	1	1	2	2	2	0.016063064871535804	0.11995240722400005	-0.013912979571275269	-0.10538101193316715	-0.09235402514158109	-0.04476977348673716	-0.326506052429714	-0.14233493877871023	-0.23612477154105546	-0.22754438940001878	0.03752528114025239	0.0031360969877251565	0.3792891948866155
agent	1	1	1	2	2	2	2	2	2	2	2	2	2	-0.1494449662011758	-0.1290502535690374	0.0025237997223375858	0.05495707599936449	0.17214612295627704	0.35875942823143947	0.34045673353318523	0.40773001982844015	0.3516934197797681	0.3163250184394778	0.47833326848038726	0.48888347054763875	0.6594381657078272
agriculturist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.17626178176076862	-0.2741168613330367	-0.23246959567097794	-0.14717053161373006	-0.26860037208383336	-0.17251340454429592	-0.19222008907010119	-0.03841309170368554	-0.09914553863922859	-0.09654291528086545	-0.07759826143131066	0.22237868362895485	0.4850294586953534
agronomist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.20138793973904706	-0.31357776952939126	-0.23065498683154076	-0.2162474723412999	-0.35988304986132164	-0.33444601074324265	-0.3398054874291615	-0.2910994042478907	-0.3672391266153398	-0.45224155068008315	-0.4311773583723774	0.15442856012703615	0.45914844171366437
aircrewman	1	1	1	1	2	2	1	1	2	2	2	2	2	-0.2012468552386482	-0.22469672830933318	-0.2489072736111651	-0.057920768017901185	0.05452069481822139	0.06475853529949742	-0.0900819242896207	-0.07592887025381123	0.06250117249684062	0.41859697855014133	0.5718921416543675	0.5159518989168816	0.82459026059633
algebraist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3188940805497936	-0.4806868015076766	-0.5573460270547661	-0.6297995905953959	-0.41654967961429873	-0.5938105850085974	-0.849091860323324	-0.7864069501383972	-1.014031400090788	-1.164260047237485	-1.124172747168007	-0.9755473906030914	-0.6193579523234967
algologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.14929291106752696	-0.1771071434699351	-0.22366040761561795	-0.07950989442768619	-0.14759269132513977	-0.18972857762621126	-0.3020763795494169	-0.21885028331662504	-0.3583716171325357	-0.7383068634595105	-0.9312475764443728	-0.9973173170282761	-0.9411699264094034
aligner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25936176434888	-0.3141870469351602	-0.46680460624714704	-0.5460169932475395	-0.846643801116743	-0.7727485302992952	-1.1282515886736593	-1.481395303766065	-1.511203281711477	-1.6067545556281118	-1.9936197257882697	-2.2129878489021877	-2.292520005558697
allergist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.17861948756017113	-0.2606155292453892	-0.2740937695298215	-0.2680474752376888	-0.3057234405063813	-0.24419537664986365	-0.38101836238697684	-0.27700592252419454	-0.42116475583798585	-0.6679410226118861	-0.6231191638507665	-0.5981556401130876	0.2955937127650288
aluminizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.07630921585455223	-0.056485780674329286	-0.13916023431480187	-0.05849106169513549	-0.2211104605698708	-0.3257550092547598	-0.27284439884176603	-0.28455520238590215	-0.44261404803944426	-0.390607440468022	-0.5084413103743726	-0.3634284483427873	-0.20470029192570063
amalgamator	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.12167423898838786	-0.3235067022118988	-0.2130734571004737	-0.25991939329037006	-0.2949504849533081	-0.2561887815882601	-0.23698366910494245	-0.06378741588904091	-0.14082703297995453	-0.2137237169143583	-0.3185620974309161	0.05227804942584585	-0.6722322131850935
anaesthesiologist	1	1	1	2	2	1	1	1	2	2	2	2	2	-0.12817116570244777	-0.11405127878245655	-0.07281650694400613	0.010024723561896473	0.020031850489809322	-0.02455093606548945	-0.12858407675350014	-0.13856191129898057	0.03483344761351456	0.0026557928325341706	0.09519032088153459	0.14107059488441326	0.5036766615722186
analyst	2	1	1	1	1	1	1	2	1	2	1	1	2	0.06549385694706072	-0.04618751627145584	-0.17229964482014076	-0.05556434184760589	-0.015959088997192967	-0.014973805541935198	-0.0717788295392281	0.1934895144024792	-0.06763302227221124	0.013914807455430056	-0.07596070322970294	-0.012238180629094042	0.1152470708702461
anchorer	2	2	2	1	1	1	1	1	1	1	1	1	1	0.009867901502168958	0.0670551365533964	0.08419686602150661	-0.07453084822010858	-0.41352856297150253	-0.34043356985784373	-0.4925207846208094	-0.37348055061265617	-0.416959919554477	-0.40518563153253506	-0.7266310434634468	-0.35624612665224964	-0.6729388797665106
anchorman	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.26069441012277683	-0.18561265096559726	-0.21784109626792342	-0.3468382264659765	-0.563969297983022	-0.45586130507082406	-0.5011507465905956	-0.37753457652467237	-0.44369265263807217	-0.3310446734091365	-0.5870298370884107	-0.1735503870537728	0.3859865818640103
anesthesiologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2177888391839658	-0.18292823033557934	-0.23302317523562072	-0.14735590246515942	-0.14924750012835805	-0.1593267134986982	-0.27943765761542355	-0.19920409908579992	-0.2555723835373258	-0.23170185293071674	-0.2061199827385553	-0.2323227641993058	-0.04822169183160008
anesthetist	1	1	1	1	1	1	1	2	2	2	2	2	2	-0.1471002938914116	-0.11089353062613763	-0.1367239786758071	-0.15309884432419713	-0.08764715282127283	-0.025854236439881856	-0.11383277644631412	0.12855375345004388	0.09562150516514906	0.20966042888663	0.2419147386783979	0.10330955584449614	0.224566840703242
angiographer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.22258569470019826	-0.22640218159769954	-0.2629159192986003	-0.18843557790506962	-0.18032188295172089	-0.15626442036007998	-0.37382441031036484	-0.4369760717920606	-0.6125009596750391	-0.4723776614033706	-0.43759472409259637	-0.40245288522877215	-0.04689336273497774
anglesmith	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.20036671212551843	-0.22947351851697018	-0.27543276535993555	-0.3673067681632083	-0.32179727764542443	-0.24579634961807004	-0.6688162371580324	-0.6473297845268282	-1.1113244893146388	-1.3059273338553767	-1.5721639464407124	-1.484553883658459	-1.1392165844634414
animator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.09115045461329287	-0.27268003448111444	-0.5124218404595062	-0.5975075707753497	-0.5802078956683581	-0.7017838371654934	-0.8331238019836795	-0.6440360125656683	-0.7881556495804272	-0.5833566654628985	-0.4981327624041846	-0.3891579047880231	-0.3415008353816476
annealer	1	1	1	1	1	2	2	2	2	2	1	1	1	-0.17993026378384164	-0.052814683658687786	-0.050827188574217246	-0.12237404106699513	-0.041349176695108056	0.11254438819947404	0.07050734147506216	0.21814391591026572	0.4753536576333393	0.43955248804636815	-0.14424890213350433	-0.6321034649571398	-0.7169850231583774
announcer	1	2	1	1	1	2	2	2	2	2	2	2	2	-0.07979572431300276	0.044664025824406414	-0.24911330173648447	-0.19077585252109686	-0.1582626384679219	0.15780512752759707	0.08073184705427172	0.28944355349155215	0.1047657235869553	0.384165321701496	0.19418003123171007	0.13724159020907173	0.19372210726546052
anodiser	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.14202041712446972	-0.12185427638947832	-0.21882216190816253	-0.15782904817988525	-0.046476771225635885	-0.039243266535512654	-0.1955731764698929	-0.11995211718117017	-0.5784721339179383	-0.9657451471175168	-1.1665980172222559	-1.0336751812949547	-0.5407252699145116
anodizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2959983060996189	-0.18208773572929002	-0.2285903245999208	-0.20257341322254188	-0.14437639148809012	-0.19300962011916212	-0.3103648157469621	-0.30501887560178137	-0.6179909391136269	-0.7429153666466343	-0.9332034796786393	-0.6641019334415442	-0.2233124863048943
answerer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1793425053649572	-0.20535816132926074	-0.16886069217335695	-0.20864031324955387	-0.19059708316063295	-0.1351331454268811	-0.35880687560449076	-0.3589146180765073	-0.6085866515058683	-0.6674908610067665	-1.0834177910095977	-0.9598635494230738	-0.6182828320780599
anthropologist	2	2	2	2	2	2	2	2	1	2	1	1	1	0.3155285179194357	0.4858313000578869	0.5474428103601165	0.5158202995900302	0.6237938788304196	0.49316915056760413	0.164101938184346	0.3081393039819233	-0.07698900390433183	0.048179640808312274	-0.34945720023567983	-0.5008802059569213	-0.34893930829176606
anthropometrist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.20591091585739096	-0.26623756253169883	-0.22785845807228733	-0.26813243281541305	-0.3008335729367301	-0.34757748536280364	-0.410954026203454	-0.37901550608580914	-0.3837359873519457	-0.49566061893019076	-0.5220919577707342	-0.12000546973530918	0.2516774418788407
antiquer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.37814889650918426	-0.3490224882290257	-0.39235787413106654	-0.3468876329075047	-0.37452057275180983	-0.37398384205877916	-0.41180335928080036	-0.14665277705043397	-0.3007646748678885	-0.15712429603126354	-0.7870693890193327	-1.036479617529074	-0.5302789899705622
anvilsmith	1	2	2	2	1	1	1	1	1	1	1	1	1	-0.0704123604481375	0.030776696890616115	0.0577113741416182	0.01647604374796007	-0.034391649529954584	-0.07905488145744799	-0.35290502970807053	-0.3268057413989564	-0.8411604164450578	-1.1428523213878694	-1.3575041456535377	-1.4583087378244435	-0.8895840440908502
apiarist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.1300362208898088	-0.14956346533899995	-0.10046349202943014	-0.16395317173728555	-0.13586855176876514	-0.0947226907424902	-0.25556036839212004	-0.16917189795899204	-0.16552792807824868	-0.03493357711811457	-0.34292133773254674	-0.2715521234933429	0.09178268080131857
apiculturist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3408554005509088	-0.2940765057331465	-0.2270054862946461	-0.3062366325625638	-0.2809503336795423	-0.2185302439738732	-0.3480512411099232	-0.3815367270860047	-0.6751416682694585	-0.780678237946768	-1.0157441477249338	-1.0722884198740021	-0.5733679533082474
apn	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.33595279766820674	-0.2780646210750078	-0.2399519909903591	-0.17900750383701255	-0.2672313653927069	-0.48243549500365757	-0.6519589185004824	-0.6568232283393218	-0.8517422973747841	-0.8266313371844541	-1.0527158662133502	-1.0631431593918608	-0.9497406062012016
apns	1	1	1	1	2	1	1	1	1	1	1	1	1	-0.13135014128034606	-0.13190647932829497	-0.11512884299990592	-0.01261639108509581	0.010713891229316139	-0.16205089461898703	-0.30301053457908267	-0.2658218638416032	-0.4080606864802383	-0.29056756011060103	-0.4564582215515873	-0.5892359608607297	-0.6000415488586658
applier	1	1	1	1	1	2	1	1	1	1	1	1	1	0.0006047135361651676	-0.029633047018016376	-0.07641735286534446	-0.10863412985573162	-0.27558590132671235	0.028295059418603233	-0.3517779681824593	-0.06427769821002038	-0.33853004777119844	-0.36164868364362796	-0.39459036034828576	-0.7116100579165725	-0.6122004157010233
appliquer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2963162432240626	-0.250634786838663	-0.36255970919281977	-0.4641622381238704	-0.5325140827227312	-0.43325547055833585	-0.4963214437234077	-0.25929124934388553	-0.16305153635515224	-0.3921273716801099	-0.5082807151229636	-0.7912750061344922	-0.4499161077820699
appraiser	2	1	1	1	1	1	1	1	1	1	1	1	2	0.06595631511590609	-0.08521461149762515	-0.03752822899714868	-0.19724968912584487	-0.3440138187849131	-0.2913443245526135	-0.3733547604145855	-0.31478913069457476	-0.08343148489755982	-0.24315576571072178	-0.16200453869742176	-0.1275574014017602	0.607736007138595
apprentice	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.11758721378552517	-0.3658574567861453	-0.44956058584365216	-0.513939801893745	-0.41122228915044223	-0.40294932248435406	-0.6967374357344627	-0.5831368887743112	-0.8257267503487231	-0.7934889062367178	-0.7400929249474415	-0.19150966614916975	-0.17932392727219543
approver	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.12729140391865423	-0.11738650686669826	-0.1142417737483148	-0.12817970392911884	-0.2892804739787679	-0.4442430091048243	-0.6546933445942662	-0.6010594665462392	-0.5695924050517517	-0.6694679759623011	-0.508244319457591	-0.43370419861997916	-0.10792927523894164
aprn	1	1	1	1	1	2	1	2	2	2	1	1	1	-0.17707466129539248	-0.22686856428004576	-0.21041192513767415	-0.03995002041796705	-0.046402373915813144	0.05165106838514487	-0.026894929993229566	0.07995031120916651	0.022118678053641844	0.06376566002507897	-0.21454158681870533	-0.09855771895374854	-0.08024178870887066
aquaculturist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25273815271087946	-0.2891226533132385	-0.20808575708154073	-0.2870324268892602	-0.2391910830866582	-0.06915500091039778	-0.2602274294787331	-0.2274237495166987	-0.5381567975148703	-0.6503651829447624	-0.6515415147694048	-0.7861069050517879	-0.38034097047888726
aquarist	2	1	1	1	1	2	1	1	1	1	1	1	2	0.030144257552177582	-0.10672241996243127	-0.04788925340214925	-0.06475365597883684	-0.08864436429916184	0.15381990897705622	-0.08223215205198325	-0.12671839942716961	-0.28502059332845775	-0.10593673425573744	-0.18051704917929134	-0.2158900603035825	0.4390633501881947
arbitrator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1727966646669496	-0.3248701322102467	-0.30843111245057575	-0.2708400557452841	-0.4858474993823523	-0.45853714309104304	-0.5332663607532029	-0.626311124036409	-0.7114864061041075	-1.0211602836385998	-0.8426785782173489	-0.6252850359288185	-0.02184015755262908
arborer	2	1	1	1	1	1	1	1	1	1	1	1	1	0.028707517501347937	-0.0452777025391006	-0.1359448542046189	-0.27439074559820004	-0.273925508344438	-0.5719812551131961	-0.7238416811184195	-0.7222521186319693	-0.7110240038962856	-0.6739784508007978	-1.0124387836145554	-1.0710584265151484	-0.6606563926170365
arboriculturist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.07765577732241219	-0.21848397701800892	-0.21938585099652375	-0.22292685060503264	-0.27340681392905	-0.2969831234533335	-0.3731182305941686	-0.2670843966446469	-0.2413360974725126	-0.33192874677941503	-0.23919977633271633	0.11831906004791914	0.4204701163655694
arborist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.05254455369277513	-0.2539678918921081	-0.4540851042869923	-0.5888373747399138	-0.5161509285855359	-0.7216661157691018	-1.1130204670601875	-1.0230696976141527	-0.8623645194242041	-0.7796413917233669	-0.8408809481655359	-1.029043789512308	-0.6737139459465147
archaeologist	1	1	1	1	2	2	1	2	1	1	1	1	2	-0.022009879536557475	-0.022638912239067582	-0.0742626171778048	-0.12220737444208912	0.029913331219619282	0.1787038249328183	-0.012703035700529108	0.014714982576051638	-0.16955812431365186	-0.010367566969455427	-0.11057746452715522	-0.07264563066904656	0.4362971816410661
archeologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.12456932312217386	-0.21006913438610353	-0.2786302732059877	-0.3754435813445425	-0.5215169730434407	-0.6680481860370394	-0.8523682897159515	-0.8129306942557537	-0.6851826851187042	-0.5147209762963505	-0.5870215464363054	-0.646715389652336	-0.24939425605281634
architect	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.42600962084252914	-0.24767999986471884	-0.42569214763006624	-0.3703691872370274	-0.42315975884548074	-0.4338360212088168	-0.539138742732234	-0.336318673651914	-0.6451673332430694	-0.5537754050467415	-0.9486630109822636	-1.1090247929850796	-0.791215957060045
archivist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.017062614439885146	-0.13126322322358797	-0.15573418085348786	-0.1472640216175783	-0.234237137733916	-0.381148210979478	-0.5294252076199077	-0.4769517403907456	-0.48127853629596584	-0.4404474720475457	-0.19010533833713888	-0.04124822303875203	0.1322885545354503
arnp	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1405645908410355	-0.2266267966543584	-0.35762578486785257	-0.32987272115883	-0.6027733435011686	-0.6828217842980946	-0.9455546303792981	-0.8466831184278865	-0.8392194126777328	-0.8345620141320452	-0.8278906111794778	-1.3095491664870622	-1.3697641652762238
aromatherapist	1	1	1	1	1	1	1	2	2	2	2	2	2	-0.08739661795915164	-0.25578803589441007	-0.24079294848065969	-0.22302604788399272	-0.26008358049496816	-0.14630333346433602	-0.30106937965006275	0.05352830605955031	0.2217280584908292	0.44592192598762226	0.5123288958504327	0.9315188430676572	1.6776024488270833
assayer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.17746660399241193	-0.1901289495666489	-0.057107499289577784	-0.11396485411015776	-0.3444768674835522	-0.2853035825806262	-0.6463677895960432	-0.751287569921408	-0.7201273624579373	-1.0937264916688958	-0.9671647985651577	-1.0821932605321627	-0.32624390151892096
assembler	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.08509907097025621	-0.10532784132248629	-0.08264621271032227	-0.050525046410758896	-0.16001308906228695	-0.3911118780984636	-0.7273391542872347	-0.6288486457820956	-0.7318795108703482	-0.6634849027921045	-0.5338416235673773	-0.27569150773096446	0.2789742013650775
assessor	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.2505069693680363	-0.5018954166927191	-0.45907726114254277	-0.4247420141274958	-0.3873293390912951	-0.3848716759884542	-0.5507386692091265	-0.7441214318606176	-0.7123665854032882	-0.884466096564096	-0.568913997932551	-0.5633023259394802	0.12785579365647554
assigner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.038412164079549935	-0.09587737454521256	-0.07518414778846058	-0.1177454077604826	-0.1508733790348453	-0.24130750908905163	-0.538333142285356	-0.5334277910953581	-0.685714753848963	-1.1109835539010062	-0.9345335233688232	-0.770915912228709	-0.49282299761598153
assistant	2	2	2	2	2	2	2	2	1	1	1	1	1	0.038287650719318826	0.17884987285284404	0.20242286557093037	0.07037482767355281	0.028849561594317202	0.13192600955031358	0.07229875646918119	0.004645593731910785	-0.5203465834632247	-0.4999560163549983	-0.4323740480899243	-0.193632329705056	-0.12184776347173254
associate	1	1	2	1	1	2	2	2	1	1	1	1	1	-0.021148040798985402	-0.07640039908162467	0.020862708519476643	-0.05510355948754975	-0.12201218575112138	0.01854166176035149	0.028088307971605303	0.14096683590879622	-0.22580837959674172	-0.2442239041954346	-0.1807927803150276	-0.08342913119557355	-0.008221584326521869
assorter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.0526184393093989	-0.11991164672178004	-0.00020481634159925932	-0.10049148252683579	-0.28281609088582504	-0.26308931339701824	-0.4033108055115395	-0.40977192165072435	-0.5628934123703618	-0.8899114214232446	-0.994280575722687	-0.9634118847643081	-0.582491559410007
astrobiologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.18388595881999942	-0.24684917296587422	-0.342587450504856	-0.395138236790768	-0.2913864246873417	-0.4567859639826236	-0.5229732857162994	-0.34512662393387084	-0.5255819508726685	-0.30051226373913675	-0.16868331089128635	0.3044625843523597	0.3354444577696338
astrochemist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2754560167271263	-0.21469150396259584	-0.33278451716064494	-0.19367384309555635	-0.23662301678713893	-0.48086794539306693	-0.6873895687920722	-0.5805738866184815	-0.8831321063564248	-0.7437207239096566	-0.7814027115087546	-0.3981916630101479	-0.4313731215254726
attache	1	1	1	1	1	2	2	2	2	2	2	2	2	-0.09359003004660904	-0.1447164533700557	-0.13824725528962847	-0.17029663421138194	-0.061393698380052424	0.029645125888976193	0.08199391542036122	0.3601897405771891	0.2075138028507974	0.30553695548764737	0.5447788282232116	0.46262406737855727	0.6271805307424044
attacher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.22980421093574682	-0.22598292792378377	-0.1877818761347729	-0.13009443899265383	-0.17069806398235304	-0.010698933871540403	-0.25163161304804377	-0.31026211953535215	-0.3572796560399659	-0.31607983548122703	-0.3830570080155297	-0.6435064833089238	-0.17804409996332626
attenuator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3501642692745772	-0.3534217268127316	-0.376591326368199	-0.4524355465770121	-0.5784672693895088	-0.7134121774676048	-0.7796887312612534	-0.7381438121834298	-0.9161995403277289	-1.317166625789537	-1.2851683794642672	-1.0288726113045836	-0.4886663259915608
attorney	1	1	1	1	1	1	1	1	2	2	2	2	2	-0.33854596943402837	-0.2939306651783173	-0.42950819754454056	-0.5446358119277883	-0.5688684098787811	-0.41758458912135066	-0.19263886539046882	-0.003829169983490782	0.1696379318467991	0.40607135083501533	0.2753649115639803	0.5827180261093613	0.33007825487674797
audiologist	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.03400406170021306	-0.17947518334792684	-0.1925658638879958	-0.09124243598885758	-0.06942304591925243	-0.2326175233241179	-0.3764128327017643	-0.22163433463458912	-0.10343114067954776	-0.1371174525336197	0.19294951798436394	0.440505728989548	0.8445005054355537
